# Time		Signal_1	Signal_2	Signal_3	Signal_4
24.501 44.997 20.2009 -44.1535 59.9993
24.502 44.9997 20.0671 -43.8375 59.9963
24.503 44.9997 19.9328 -43.5198 59.9909
24.504 44.997 19.7978 -43.2004 59.9831
24.505 44.9915 19.6623 -42.8793 59.9729
24.506 44.9834 19.5262 -42.5565 59.9602
24.507 44.9726 19.3895 -42.232 59.9452
24.508 44.9591 19.2522 -41.9059 59.9277
24.509 44.9428 19.1144 -41.5782 59.9079
24.51 44.9239 18.976 -41.2489 59.8857
24.511 44.9022 18.8371 -40.918 59.861
24.512 44.8779 18.6977 -40.5856 59.834
24.513 44.8508 18.5577 -40.2516 59.8045
24.514 44.8211 18.4172 -39.9161 59.7727
24.515 44.7886 18.2762 -39.579 59.7385
24.516 44.7535 18.1348 -39.2406 59.7019
24.517 44.7157 17.9928 -38.9006 59.6628
24.518 44.6751 17.8503 -38.5592 59.6215
24.519 44.6319 17.7074 -38.2164 59.5777
24.52 44.586 17.564 -37.8722 59.5315
24.521 44.5374 17.4202 -37.5266 59.483
24.522 44.4862 17.2759 -37.1797 59.4321
24.523 44.4323 17.1312 -36.8314 59.3788
24.524 44.3756 16.986 -36.4819 59.3231
24.525 44.3164 16.8404 -36.131 59.2651
24.526 44.2544 16.6944 -35.7788 59.2047
24.527 44.1898 16.5481 -35.4255 59.142
24.528 44.1225 16.4013 -35.0708 59.0769
24.529 44.0526 16.2541 -34.715 59.0094
24.53 43.98 16.1066 -34.358 58.9396
24.531 43.9048 15.9586 -33.9998 58.8675
24.532 43.827 15.8104 -33.6405 58.793
24.533 43.7465 15.6617 -33.28 58.7162
24.534 43.6633 15.5128 -32.9185 58.6371
24.535 43.5776 15.3635 -32.5559 58.5556
24.536 43.4892 15.2139 -32.1922 58.4718
24.537 43.3982 15.0639 -31.8275 58.3857
24.538 43.3046 14.9137 -31.4617 58.2973
24.539 43.2084 14.7632 -31.095 58.2066
24.54 43.1096 14.6124 -30.7273 58.1135
24.541 43.0081 14.4613 -30.3587 58.0182
24.542 42.9041 14.3099 -29.9891 57.9206
24.543 42.7976 14.1583 -29.6187 57.8208
24.544 42.6884 14.0064 -29.2473 57.7186
24.545 42.5767 13.8543 -28.8751 57.6142
24.546 42.4624 13.7019 -28.5021 57.5075
24.547 42.3456 13.5494 -28.1283 57.3986
24.548 42.2262 13.3966 -27.7536 57.2874
24.549 42.1043 13.2436 -27.3782 57.1739
24.55 41.9798 13.0904 -27.0021 57.0583
24.551 41.8528 12.937 -26.6252 56.9403
24.552 41.7233 12.7835 -26.2476 56.8202
24.553 41.5913 12.6298 -25.8694 56.6979
24.554 41.4568 12.4759 -25.4905 56.5733
24.555 41.3198 12.3219 -25.111 56.4466
24.556 41.1803 12.1677 -24.7308 56.3176
24.557 41.0383 12.0134 -24.3501 56.1865
24.558 40.8938 11.859 -23.9688 56.0532
24.559 40.7469 11.7045 -23.587 55.9177
24.56 40.5976 11.5499 -23.2046 55.7801
24.561 40.4458 11.3952 -22.8218 55.6403
24.562 40.2915 11.2404 -22.4385 55.4984
24.563 40.1349 11.0855 -22.0547 55.3543
24.564 39.9758 10.9305 -21.6706 55.2081
24.565 39.8143 10.7755 -21.286 55.0598
24.566 39.6504 10.6205 -20.901 54.9093
24.567 39.4842 10.4654 -20.5157 54.7568
24.568 39.3155 10.3103 -20.1301 54.6022
24.569 39.1445 10.1552 -19.7441 54.4455
24.57 38.9712 10 -19.3579 54.2867
24.571 38.7955 9.8449 -18.9714 54.1259
24.572 38.6174 9.68977 -18.5846 53.963
24.573 38.4371 9.53466 -18.1977 53.7981
24.574 38.2544 9.37957 -17.8105 53.6311
24.575 38.0694 9.22453 -17.4232 53.4621
24.576 37.8822 9.06953 -17.0357 53.2911
24.577 37.6926 8.91459 -16.6482 53.1181
24.578 37.5008 8.75971 -16.2605 52.9431
24.579 37.3067 8.60491 -15.8727 52.7661
24.58 37.1104 8.45019 -15.4849 52.5872
24.581 36.9119 8.29556 -15.097 52.4063
24.582 36.7111 8.14104 -14.7092 52.2234
24.583 36.5081 7.98663 -14.3214 52.0386
24.584 36.3029 7.83234 -13.9336 51.8519
24.585 36.0956 7.67818 -13.5459 51.6632
24.586 35.8861 7.52416 -13.1582 51.4727
24.587 35.6744 7.37029 -12.7707 51.2802
24.588 35.4605 7.21657 -12.3833 51.0859
24.589 35.2446 7.06303 -11.9961 50.8897
24.59 35.0265 6.90966 -11.609 50.6916
24.591 34.8063 6.75648 -11.2221 50.4917
24.592 34.584 6.60349 -10.8355 50.29
24.593 34.3596 6.45071 -10.4491 50.0864
24.594 34.1332 6.29814 -10.063 49.881
24.595 33.9047 6.14579 -9.67724 49.6739
24.596 33.6741 5.99367 -9.29176 49.4649
24.597 33.4416 5.8418 -8.90662 49.2542
24.598 33.207 5.69018 -8.52185 49.0417
24.599 32.9704 5.53881 -8.13746 48.8275
24.6 32.7319 5.38772 -7.75349 48.6115
24.601 32.4913 5.2369 -7.36996 48.3938
24.602 32.2489 5.08637 -6.98688 48.1744
24.603 32.0044 4.93613 -6.60429 47.9533
24.604 31.7581 4.7862 -6.2222 47.7305
24.605 31.5098 4.63658 -5.84064 47.5061
24.606 31.2597 4.48729 -5.45964 47.28
24.607 31.0076 4.33832 -5.0792 47.0522
24.608 30.7537 4.1897 -4.69936 46.8229
24.609 30.498 4.04143 -4.32015 46.5919
24.61 30.2404 3.89351 -3.94157 46.3593
24.611 29.981 3.74597 -3.56366 46.1251
24.612 29.7198 3.5988 -3.18644 45.8894
24.613 29.4568 3.45201 -2.80993 45.6521
24.614 29.192 3.30562 -2.43415 45.4132
24.615 28.9255 3.15963 -2.05913 45.1729
24.616 28.6572 3.01405 -1.68489 44.931
24.617 28.3872 2.8689 -1.31145 44.6876
24.618 28.1155 2.72417 -0.938831 44.4427
24.619 27.8422 2.57988 -0.567059 44.1964
24.62 27.5671 2.43604 -0.196156 43.9486
24.621 27.2904 2.29265 0.173856 43.6993
24.622 27.012 2.14972 0.542955 43.4487
24.623 26.732 2.00727 0.911119 43.1966
24.624 26.4504 1.8653 1.27833 42.9431
24.625 26.1672 1.72382 1.64455 42.6883
24.626 25.8824 1.58283 2.00978 42.432
24.627 25.5961 1.44236 2.37398 42.1745
24.628 25.3083 1.30239 2.73714 41.9156
24.629 25.0189 1.16295 3.09923 41.6553
24.63 24.728 1.02405 3.46023 41.3938
24.631 24.4356 0.88568 3.82012 41.131
24.632 24.1417 0.747862 4.17887 40.8669
24.633 23.8464 0.610599 4.53648 40.6016
24.634 23.5497 0.473902 4.8929 40.335
24.635 23.2515 0.337778 5.24813 40.0672
24.636 22.952 0.202236 5.60215 39.7982
24.637 22.651 0.067283 5.95492 39.528
24.638 22.3487 -0.0670723 6.30643 39.2566
24.639 22.0451 -0.200822 6.65666 38.9841
24.64 21.7401 -0.333958 7.00559 38.7104
24.641 21.4339 -0.466472 7.35319 38.4356
24.642 21.1263 -0.598356 7.69945 38.1597
24.643 20.8175 -0.729602 8.04434 37.8827
24.644 20.5074 -0.860203 8.38784 37.6046
24.645 20.196 -0.99015 8.72994 37.3255
24.646 19.8835 -1.11944 9.07061 37.0453
24.647 19.5698 -1.24805 9.40983 36.7641
24.648 19.2548 -1.37599 9.74759 36.4818
24.649 18.9388 -1.50325 10.0838 36.1986
24.65 18.6216 -1.62981 10.4186 35.9145
24.651 18.3032 -1.75568 10.7518 35.6293
24.652 17.9838 -1.88083 11.0835 35.3432
24.653 17.6633 -2.00527 11.4136 35.0562
24.654 17.3417 -2.12899 11.7421 34.7683
24.655 17.0191 -2.25198 12.069 34.4795
24.656 16.6954 -2.37424 12.3943 34.1898
24.657 16.3708 -2.49574 12.7179 33.8993
24.658 16.0451 -2.6165 13.0399 33.608
24.659 15.7185 -2.7365 13.3602 33.3158
24.66 15.391 -2.85573 13.6788 33.0228
24.661 15.0625 -2.97418 13.9956 32.729
24.662 14.7331 -3.09186 14.3107 32.4345
24.663 14.4029 -3.20875 14.624 32.1392
24.664 14.0717 -3.32484 14.9356 31.8432
24.665 13.7397 -3.44013 15.2453 31.5465
24.666 13.4069 -3.55461 15.5533 31.2491
24.667 13.0733 -3.66828 15.8594 30.951
24.668 12.7389 -3.78113 16.1636 30.6522
24.669 12.4038 -3.89314 16.466 30.3528
24.67 12.0678 -4.00432 16.7664 30.0528
24.671 11.7312 -4.11466 17.065 29.7522
24.672 11.3939 -4.22415 17.3616 29.451
24.673 11.0558 -4.33278 17.6563 29.1492
24.674 10.7171 -4.44055 17.949 28.8469
24.675 10.3778 -4.54745 18.2397 28.544
24.676 10.0378 -4.65347 18.5285 28.2406
24.677 9.69726 -4.75862 18.8152 27.9368
24.678 9.3561 -4.86287 19.0999 27.6324
24.679 9.01439 -4.96623 19.3825 27.3276
24.68 8.67213 -5.0687 19.663 27.0224
24.681 8.32935 -5.17025 19.9415 26.7167
24.682 7.98607 -5.27089 20.2179 26.4106
24.683 7.64231 -5.37061 20.4921 26.1042
24.684 7.29808 -5.46941 20.7643 25.7973
24.685 6.95342 -5.56728 21.0342 25.4902
24.686 6.60834 -5.66421 21.302 25.1827
24.687 6.26287 -5.76019 21.5676 24.8748
24.688 5.91701 -5.85523 21.831 24.5667
24.689 5.5708 -5.94932 22.0922 24.2583
24.69 5.22426 -6.04244 22.3512 23.9497
24.691 4.8774 -6.1346 22.6079 23.6408
24.692 4.53025 -6.22579 22.8624 23.3317
24.693 4.18282 -6.31601 23.1145 23.0224
24.694 3.83514 -6.40524 23.3644 22.7129
24.695 3.48724 -6.49348 23.612 22.4033
24.696 3.13912 -6.58073 23.8572 22.0935
24.697 2.79081 -6.66699 24.1002 21.7836
24.698 2.44234 -6.75224 24.3407 21.4736
24.699 2.09372 -6.83648 24.5789 21.1635
24.7 1.74497 -6.91971 24.8147 20.8533
24.701 1.39612 -7.00192 25.0481 20.543
24.702 1.04718 -7.08311 25.2791 20.2328
24.703 0.698182 -7.16327 25.5077 19.9225
24.704 0.349141 -7.2424 25.7339 19.6122
24.705 7.84729e-05 -7.32049 25.9576 19.302
24.706 -0.348984 -7.39754 26.1788 18.9918
24.707 -0.698025 -7.47354 26.3975 18.6816
24.708 -1.04702 -7.54849 26.6138 18.3715
24.709 -1.39596 -7.62239 26.8275 18.0616
24.71 -1.74481 -7.69522 27.0388 17.7517
24.711 -2.09356 -7.76699 27.2475 17.442
24.712 -2.44218 -7.83769 27.4537 17.1324
24.713 -2.79066 -7.90732 27.6573 16.823
24.714 -3.13896 -7.97587 27.8583 16.5138
24.715 -3.48708 -8.04333 28.0568 16.2048
24.716 -3.83499 -8.10972 28.2527 15.8961
24.717 -4.18267 -8.17501 28.4459 15.5876
24.718 -4.53009 -8.23921 28.6366 15.2793
24.719 -4.87724 -8.30231 28.8246 14.9713
24.72 -5.2241 -8.36431 29.01 14.6637
24.721 -5.57065 -8.4252 29.1928 14.3563
24.722 -5.91686 -8.48499 29.3729 14.0493
24.723 -6.26271 -8.54366 29.5503 13.7427
24.724 -6.60819 -8.60122 29.725 13.4364
24.725 -6.95327 -8.65766 29.8971 13.1305
24.726 -7.29793 -8.71298 30.0664 12.8251
24.727 -7.64215 -8.76717 30.2331 12.5201
24.728 -7.98591 -8.82023 30.397 12.2155
24.729 -8.32919 -8.87216 30.5581 11.9114
24.73 -8.67197 -8.92295 30.7166 11.6077
24.731 -9.01423 -8.97261 30.8723 11.3046
24.732 -9.35595 -9.02112 31.0252 11.002
24.733 -9.6971 -9.06849 31.1754 10.7
24.734 -10.0377 -9.11471 31.3227 10.3985
24.735 -10.3776 -9.15978 31.4673 10.0976
24.736 -10.717 -9.2037 31.6091 9.79724
24.737 -11.0557 -9.24646 31.7481 9.49753
24.738 -11.3937 -9.28807 31.8843 9.19845
24.739 -11.7311 -9.32851 32.0177 8.90003
24.74 -12.0677 -9.36779 32.1482 8.60227
24.741 -12.4036 -9.40591 32.2759 8.3052
24.742 -12.7388 -9.44285 32.4007 8.00883
24.743 -13.0732 -9.47863 32.5227 7.71318
24.744 -13.4068 -9.51324 32.6419 7.41828
24.745 -13.7396 -9.54667 32.7582 7.12413
24.746 -14.0716 -9.57893 32.8716 6.83075
24.747 -14.4027 -9.61 32.9821 6.53817
24.748 -14.733 -9.6399 33.0897 6.24639
24.749 -15.0624 -9.66862 33.1944 5.95545
24.75 -15.3908 -9.69615 33.2963 5.66535
24.751 -15.7184 -9.7225 33.3952 5.37611
24.752 -16.045 -9.74766 33.4912 5.08775
24.753 -16.3706 -9.77163 33.5843 4.80029
24.754 -16.6953 -9.79441 33.6745 4.51374
24.755 -17.0189 -9.816 33.7617 4.22813
24.756 -17.3415 -9.8364 33.8461 3.94346
24.757 -17.6631 -9.85561 33.9274 3.65976
24.758 -17.9836 -9.87362 34.0059 3.37705
24.759 -18.3031 -9.89043 34.0813 3.09533
24.76 -18.6214 -9.90605 34.1539 2.81463
24.761 -18.9386 -9.92047 34.2234 2.53497
24.762 -19.2547 -9.93369 34.2901 2.25636
24.763 -19.5696 -9.94572 34.3537 1.97881
24.764 -19.8834 -9.95654 34.4144 1.70235
24.765 -20.1959 -9.96616 34.4721 1.42699
24.766 -20.5072 -9.97458 34.5268 1.15274
24.767 -20.8173 -9.9818 34.5785 0.879635
24.768 -21.1262 -9.98782 34.6273 0.607676
24.769 -21.4337 -9.99263 34.6731 0.336885
24.77 -21.74 -9.99624 34.7159 0.067276
24.771 -22.045 -9.99865 34.7557 -0.201133
24.772 -22.3486 -9.99985 34.7925 -0.468327
24.773 -22.6509 -9.99985 34.8263 -0.734289
24.774 -22.9518 -9.99865 34.8571 -0.999004
24.775 -23.2514 -9.99624 34.8849 -1.26245
24.776 -23.5496 -9.99263 34.9097 -1.52463
24.777 -23.8463 -9.98782 34.9315 -1.7855
24.778 -24.1416 -9.9818 34.9503 -2.04507
24.779 -24.4355 -9.97458 34.9661 -2.30331
24.78 -24.7278 -9.96617 34.9788 -2.5602
24.781 -25.0187 -9.95654 34.9886 -2.81574
24.782 -25.3081 -9.94572 34.9954 -3.06991
24.783 -25.596 -9.9337 34.9992 -3.32269
24.784 -25.8823 -9.92048 34.9999 -3.57406
24.785 -26.1671 -9.90606 34.9977 -3.82402
24.786 -26.4503 -9.89044 34.9924 -4.07255
24.787 -26.7319 -9.87363 34.9841 -4.31962
24.788 -27.0119 -9.85562 34.9728 -4.56523
24.789 -27.2902 -9.83641 34.9585 -4.80936
24.79 -27.567 -9.81601 34.9413 -5.05201
24.791 -27.842 -9.79442 34.921 -5.29314
24.792 -28.1154 -9.77164 34.8977 -5.53275
24.793 -28.3871 -9.74767 34.8714 -5.77082
24.794 -28.6571 -9.72251 34.842 -6.00735
24.795 -28.9254 -9.69616 34.8097 -6.24231
24.796 -29.1919 -9.66863 34.7744 -6.47569
24.797 -29.4567 -9.63991 34.7361 -6.70748
24.798 -29.7197 -9.61002 34.6949 -6.93766
24.799 -29.9809 -9.57894 34.6506 -7.16622
24.8 -30.2403 -9.54668 34.6033 -7.39314
24.801 -30.4979 -9.51325 34.5531 -7.61842
24.802 -30.7536 -9.47865 34.4998 -7.84203
24.803 -31.0075 -9.44287 34.4436 -8.06397
24.804 -31.2596 -9.40592 34.3844 -8.28422
24.805 -31.5097 -9.36781 34.3223 -8.50277
24.806 -31.758 -9.32853 34.2571 -8.7196
24.807 -32.0043 -9.28808 34.1891 -8.93471
24.808 -32.2488 -9.24648 34.118 -9.14807
24.809 -32.4912 -9.20372 34.044 -9.35969
24.81 -32.7318 -9.1598 33.967 -9.56953
24.811 -32.9703 -9.11473 33.8871 -9.77759
24.812 -33.2069 -9.06851 33.8043 -9.98387
24.813 -33.4415 -9.02114 33.7185 -10.1883
24.814 -33.674 -8.97263 33.6298 -10.391
24.815 -33.9046 -8.92297 33.5382 -10.5918
24.816 -34.1331 -8.87218 33.4436 -10.7908
24.817 -34.3595 -8.82025 33.3461 -10.9879
24.818 -34.5839 -8.76719 33.2458 -11.1832
24.819 -34.8062 -8.713 33.1425 -11.3766
24.82 -35.0264 -8.65769 33.0363 -11.5681
24.821 -35.2445 -8.60125 32.9272 -11.7577
24.822 -35.4604 -8.54369 32.8153 -11.9454
24.823 -35.6743 -8.48502 32.7004 -12.1311
24.824 -35.886 -8.42523 32.5827 -12.315
24.825 -36.0955 -8.36434 32.4622 -12.4969
24.826 -36.3029 -8.30234 32.3387 -12.6768
24.827 -36.508 -8.23924 32.2125 -12.8548
24.828 -36.711 -8.17504 32.0834 -13.0308
24.829 -36.9118 -8.10975 31.9514 -13.2048
24.83 -37.1103 -8.04336 31.8166 -13.3768
24.831 -37.3066 -7.9759 31.6791 -13.5468
24.832 -37.5007 -7.90735 31.5387 -13.7148
24.833 -37.6925 -7.83772 31.3955 -13.8807
24.834 -37.8821 -7.76702 31.2495 -14.0446
24.835 -38.0693 -7.69525 31.1007 -14.2065
24.836 -38.2543 -7.62242 30.9492 -14.3663
24.837 -38.437 -7.54852 30.7948 -14.524
24.838 -38.6174 -7.47357 30.6378 -14.6797
24.839 -38.7954 -7.39757 30.478 -14.8333
24.84 -38.9711 -7.32053 30.3154 -14.9848
24.841 -39.1445 -7.24244 30.1502 -15.1341
24.842 -39.3155 -7.16331 29.9822 -15.2814
24.843 -39.4841 -7.08315 29.8115 -15.4265
24.844 -39.6504 -7.00196 29.6381 -15.5695
24.845 -39.8142 -6.91975 29.462 -15.7104
24.846 -39.9757 -6.83652 29.2832 -15.8491
24.847 -40.1348 -6.75228 29.1018 -15.9857
24.848 -40.2915 -6.66702 28.9177 -16.1201
24.849 -40.4457 -6.58077 28.731 -16.2523
24.85 -40.5975 -6.49352 28.5417 -16.3823
24.851 -40.7469 -6.40528 28.3497 -16.5102
24.852 -40.8938 -6.31605 28.1551 -16.6358
24.853 -41.0382 -6.22583 27.958 -16.7593
24.854 -41.1802 -6.13464 27.7582 -16.8805
24.855 -41.3197 -6.04248 27.5559 -16.9995
24.856 -41.4567 -5.94936 27.351 -17.1163
24.857 -41.5912 -5.85528 27.1436 -17.2309
24.858 -41.7232 -5.76024 26.9336 -17.3432
24.859 -41.8528 -5.66425 26.7211 -17.4533
24.86 -41.9797 -5.56732 26.5061 -17.5611
24.861 -42.1042 -5.46945 26.2886 -17.6666
24.862 -42.2261 -5.37066 26.0686 -17.7699
24.863 -42.3455 -5.27094 25.8461 -17.8709
24.864 -42.4624 -5.17029 25.6212 -17.9697
24.865 -42.5766 -5.06874 25.3938 -18.0661
24.866 -42.6884 -4.96628 25.164 -18.1603
24.867 -42.7975 -4.86292 24.9318 -18.2522
24.868 -42.9041 -4.75866 24.6972 -18.3417
24.869 -43.0081 -4.65352 24.4602 -18.429
24.87 -43.1095 -4.5475 24.2208 -18.5139
24.871 -43.2083 -4.4406 23.9791 -18.5966
24.872 -43.3045 -4.33283 23.735 -18.6769
24.873 -43.3981 -4.2242 23.4886 -18.7549
24.874 -43.4891 -4.11471 23.2399 -18.8305
24.875 -43.5775 -4.00437 22.9889 -18.9038
24.876 -43.6633 -3.89319 22.7355 -18.9748
24.877 -43.7464 -3.78118 22.48 -19.0434
24.878 -43.8269 -3.66833 22.2221 -19.1097
24.879 -43.9048 -3.55467 21.962 -19.1736
24.88 -43.98 -3.44018 21.6997 -19.2352
24.881 -44.0526 -3.32489 21.4352 -19.2944
24.882 -44.1225 -3.2088 21.1685 -19.3512
24.883 -44.1898 -3.09191 20.8996 -19.4057
24.884 -44.2544 -2.97424 20.6286 -19.4578
24.885 -44.3163 -2.85578 20.3554 -19.5075
24.886 -44.3756 -2.73655 20.0801 -19.5549
24.887 -44.4322 -2.61655 19.8027 -19.5998
24.888 -44.4862 -2.4958 19.5231 -19.6424
24.889 -44.5374 -2.37429 19.2416 -19.6826
24.89 -44.586 -2.25204 18.9579 -19.7204
24.891 -44.6319 -2.12905 18.6722 -19.7559
24.892 -44.6751 -2.00533 18.3845 -19.7889
24.893 -44.7156 -1.88089 18.0947 -19.8195
24.894 -44.7535 -1.75573 17.803 -19.8478
24.895 -44.7886 -1.62987 17.5093 -19.8736
24.896 -44.8211 -1.50331 17.2137 -19.8971
24.897 -44.8508 -1.37605 16.9161 -19.9181
24.898 -44.8779 -1.24811 16.6166 -19.9368
24.899 -44.9022 -1.11949 16.3151 -19.953
24.9 -44.9239 -0.990209 16.0118 -19.9668
24.901 -44.9428 -0.860262 15.7067 -19.9783
24.902 -44.959 -0.729661 15.3997 -19.9873
24.903 -44.9726 -0.598415 15.0908 -19.9939
24.904 -44.9834 -0.466531 14.7802 -19.9981
24.905 -44.9915 -0.334018 14.4677 -19.9999
24.906 -44.997 -0.200882 14.1535 -19.9993
24.907 -44.9997 -0.0671328 13.8375 -19.9963
24.908 -44.9997 0.0672223 13.5198 -19.9909
24.909 -44.997 0.202175 13.2004 -19.9831
24.91 -44.9915 0.337717 12.8793 -19.9729
24.911 -44.9834 0.473841 12.5565 -19.9602
24.912 -44.9726 0.610538 12.232 -19.9452
24.913 -44.9591 0.747799 11.9059 -19.9277
24.914 -44.9428 0.885618 11.5782 -19.9079
24.915 -44.9239 1.02398 11.2489 -19.8857
24.916 -44.9022 1.16289 10.918 -19.861
24.917 -44.8779 1.30233 10.5856 -19.834
24.918 -44.8508 1.44229 10.2516 -19.8045
24.919 -44.8211 1.58277 9.91606 -19.7727
24.92 -44.7886 1.72375 9.57905 -19.7385
24.921 -44.7535 1.86523 9.24056 -19.7019
24.922 -44.7157 2.00721 8.90061 -19.6628
24.923 -44.6751 2.14966 8.55922 -19.6215
24.924 -44.6319 2.29258 8.21642 -19.5777
24.925 -44.586 2.43597 7.87222 -19.5315
24.926 -44.5374 2.57981 7.52664 -19.483
24.927 -44.4862 2.7241 7.17971 -19.4321
24.928 -44.4323 2.86883 6.83145 -19.3788
24.929 -44.3756 3.01399 6.48187 -19.3231
24.93 -44.3164 3.15956 6.13099 -19.2651
24.931 -44.2544 3.30555 5.77885 -19.2047
24.932 -44.1898 3.45194 5.42545 -19.142
24.933 -44.1225 3.59873 5.07083 -19.0769
24.934 -44.0526 3.7459 4.715 -19.0094
24.935 -43.98 3.89345 4.35798 -18.9396
24.936 -43.9048 4.04136 3.9998 -18.8675
24.937 -43.827 4.18963 3.64047 -18.793
24.938 -43.7465 4.33826 3.28003 -18.7162
24.939 -43.6633 4.48722 2.91848 -18.6371
24.94 -43.5776 4.63651 2.55585 -18.5556
24.941 -43.4892 4.78613 2.19217 -18.4718
24.942 -43.3982 4.93606 1.82746 -18.3857
24.943 -43.3046 5.0863 1.46173 -18.2973
24.944 -43.2084 5.23683 1.09501 -18.2066
24.945 -43.1096 5.38765 0.727321 -18.1135
24.946 -43.0081 5.53874 0.358687 -18.0182
24.947 -42.9041 5.69011 -0.0108706 -17.9206
24.948 -42.7976 5.84173 -0.381331 -17.8208
24.949 -42.6884 5.99361 -0.75267 -17.7186
24.95 -42.5767 6.14572 -1.12487 -17.6142
24.951 -42.4624 6.29807 -1.4979 -17.5075
24.952 -42.3456 6.45064 -1.87174 -17.3986
24.953 -42.2262 6.60342 -2.24638 -17.2874
24.954 -42.1043 6.75641 -2.62178 -17.1739
24.955 -41.9798 6.90959 -2.99792 -17.0583
24.956 -41.8528 7.06296 -3.37479 -16.9403
24.957 -41.7233 7.2165 -3.75236 -16.8202
24.958 -41.5913 7.37022 -4.13061 -16.6979
24.959 -41.4568 7.52409 -4.50951 -16.5733
24.96 -41.3198 7.67811 -4.88904 -16.4466
24.961 -41.1803 7.83227 -5.26917 -16.3176
24.962 -41.0383 7.98656 -5.6499 -16.1865
24.963 -40.8938 8.14097 -6.03118 -16.0532
24.964 -40.7469 8.29549 -6.41301 -15.9177
24.965 -40.5976 8.45012 -6.79535 -15.7801
24.966 -40.4458 8.60484 -7.17819 -15.6403
24.967 -40.2915 8.75964 -7.5615 -15.4984
24.968 -40.1349 8.91452 -7.94525 -15.3543
24.969 -39.9758 9.06946 -8.32943 -15.2081
24.97 -39.8143 9.22446 -8.71401 -15.0598
24.971 -39.6504 9.3795 -9.09897 -14.9093
24.972 -39.4842 9.53459 -9.48428 -14.7568
24.973 -39.3155 9.6897 -9.86993 -14.6022
24.974 -39.1445 9.84483 -10.2559 -14.4455
24.975 -38.9712 9.99996 -10.6421 -14.2867
24.976 -38.7955 10.1551 -11.0286 -14.1259
24.977 -38.6174 10.3102 -11.4154 -13.963
24.978 -38.4371 10.4653 -11.8023 -13.7981
24.979 -38.2544 10.6204 -12.1895 -13.6311
24.98 -38.0694 10.7755 -12.5768 -13.4621
24.981 -37.8822 10.9305 -12.9643 -13.2911
24.982 -37.6926 11.0854 -13.3518 -13.1181
24.983 -37.5008 11.2403 -13.7395 -12.9431
24.984 -37.3067 11.3951 -14.1273 -12.7661
24.985 -37.1104 11.5498 -14.5151 -12.5872
24.986 -36.9119 11.7044 -14.9029 -12.4063
24.987 -36.7111 11.859 -15.2908 -12.2234
24.988 -36.5081 12.0134 -15.6786 -12.0386
24.989 -36.303 12.1677 -16.0664 -11.8519
24.99 -36.0956 12.3218 -16.4541 -11.6632
24.991 -35.8861 12.4758 -16.8418 -11.4727
24.992 -35.6744 12.6297 -17.2293 -11.2802
24.993 -35.4605 12.7834 -17.6167 -11.0859
24.994 -35.2446 12.937 -18.0039 -10.8897
24.995 -35.0265 13.0903 -18.391 -10.6916
24.996 -34.8063 13.2435 -18.7779 -10.4917
24.997 -34.584 13.3965 -19.1645 -10.29
24.998 -34.3596 13.5493 -19.5509 -10.0864
24.999 -34.1332 13.7019 -19.937 -9.88105
25 -33.9047 13.8542 -20.3228 -9.67388
25.001 -33.6741 14.0063 -20.7082 -9.46492
25.002 -33.4416 14.1582 -21.0934 -9.2542
25.003 -33.207 14.3098 -21.4782 -9.04171
25.004 -32.9704 14.4612 -21.8625 -8.82747
25.005 -32.7319 14.6123 -22.2465 -8.6115
25.006 -32.4913 14.7631 -22.63 -8.39381
25.007 -32.2489 14.9136 -23.0131 -8.17441
25.008 -32.0044 15.0639 -23.3957 -7.95331
25.009 -31.7581 15.2138 -23.7778 -7.73053
25.01 -31.5098 15.3634 -24.1594 -7.50609
25.011 -31.2597 15.5127 -24.5404 -7.27999
25.012 -31.0076 15.6617 -24.9208 -7.05224
25.013 -30.7537 15.8103 -25.3006 -6.82287
25.014 -30.498 15.9586 -25.6799 -6.59189
25.015 -30.2404 16.1065 -26.0584 -6.3593
25.016 -29.981 16.254 -26.4363 -6.12513
25.017 -29.7198 16.4012 -26.8136 -5.88939
25.018 -29.4568 16.548 -27.1901 -5.65209
25.019 -29.192 16.6944 -27.5658 -5.41324
25.02 -28.9255 16.8404 -27.9409 -5.17287
25.021 -28.6572 16.9859 -28.3151 -4.93098
25.022 -28.3872 17.1311 -28.6886 -4.68759
25.023 -28.1155 17.2758 -29.0612 -4.44272
25.024 -27.8422 17.4201 -29.4329 -4.19638
25.025 -27.5671 17.564 -29.8038 -3.94858
25.026 -27.2904 17.7074 -30.1739 -3.69933
25.027 -27.012 17.8503 -30.543 -3.44867
25.028 -26.732 17.9927 -30.9111 -3.19659
25.029 -26.4504 18.1347 -31.2783 -2.94312
25.03 -26.1672 18.2762 -31.6446 -2.68826
25.031 -25.8824 18.4172 -32.0098 -2.43204
25.032 -25.5961 18.5576 -32.374 -2.17447
25.033 -25.3083 18.6976 -32.7371 -1.91557
25.034 -25.0189 18.837 -33.0992 -1.65535
25.035 -24.728 18.976 -33.4602 -1.39382
25.036 -24.4356 19.1143 -33.8201 -1.13101
25.037 -24.1417 19.2521 -34.1789 -0.866923
25.038 -23.8464 19.3894 -34.5365 -0.601584
25.039 -23.5497 19.5261 -34.8929 -0.335004
25.04 -23.2515 19.6622 -35.2481 -0.0672013
25.041 -22.952 19.7978 -35.6021 0.201809
25.042 -22.651 19.9327 -35.9549 0.472011
